впиваться глазами,"17. Подозреваемый впился глазами в допросившего его полицейского, пытаясь определить, что думает детектив.",,,,,,,,,
впиваться глазами,"18. Наблюдатель впился глазами в звезды, впитывая в себя магию ночного неба.",,,,,,,,,
впиваться глазами,"19. Он впился глазами в иллюстрации в книге, увлеченно изучая каждый рисунок.",,,,,,,,,
впиваться глазами,"20. Его взгляд впился в прозрачное стекло аквариума, где плавали яркие рыбки.",,,,,,,,,
остолбенеть от удивления,"1. Когда он узнал, что выиграл лотерею, он остолбенел от удивления.",,,,,,,,,
остолбенеть от удивления,"2. После того, как она увидела своего старого друга на вокзале, она остолбенела от удивления.",,,,,,,,,
остолбенеть от удивления,"3. Когда я увидел свою бывшую девушку с другим парнем, я остолбенел от удивления.",,,,,,,,,
остолбенеть от удивления,"4. Когда он узнал, что его команда выиграла чемпионат, он просто остолбенел от удивления.",,,,,,,,,
остолбенеть от удивления,"5. После того, как он услышал хорошую новость, он остолбенел от удивления и радости.",,,,,,,,,
остолбенеть от удивления,"6. Когда она увидела, что котенок сидит на верхушке елки, она остолбенела от удивления.",,,,,,,,,
остолбенеть от удивления,"7. Когда я узнал, что моя сестра выиграла конкурс красоты, я просто остолбенел от удивления.",,,,,,,,,
остолбенеть от удивления,"8. После того, как она услышала свой собственный голос на радио, она остолбенела от удивления.",,,,,,,,,
остолбенеть от удивления,"9. Когда он открыл дверь и увидел своих друзей, приехавших на его день рождения, он остолбенел от удивления.",,,,,,,,,
остолбенеть от удивления,"10. После того, как они увидели, что машина их соседей сгорела, они остолбенели от удивления.",,,,,,,,,
остолбенеть от удивления,"11. Когда я узнал, что мой брат женится, я просто остолбенел от удивления.",,,,,,,,,
остолбенеть от удивления,"12. После того, как они увидели огромного слона в зоопарке, дети остолбенели от удивления.",,,,,,,,,
остолбенеть от удивления,"13. Когда он получил приглашение на свадьбу своего друга, он остолбенел от удивления.",,,,,,,,,
остолбенеть от удивления,"14. После того, как она узнала, что ее родители собираются встретиться с ее учителем, она остолбенела от удивления.",,,,,,,,,
остолбенеть от удивления,"15. Когда они увидели, что океан замерз, туристы остолбенели от удивления.",,,,,,,,,
остолбенеть от удивления,"16. После того, как они нашли старинный сундук в подвале, они остолбенели от удивления.",,,,,,,,,
остолбенеть от удивления,"17. Когда они узнали, что их команда вышла в финал, они остолбенели от удивления.",,,,,,,,,
остолбенеть от удивления,"18. После того, как он услышал, что его любимая песня играет по радио, он остолбенел от удивления.",,,,,,,,,
остолбенеть от удивления,"19. Когда они увидели, что на улице начался сильный снегопад в июне, они остолбенели от удивления.",,,,,,,,,
остолбенеть от удивления,"20. После того, как она узнала, что ее сестра вернулась домой после долгой разлуки, она остолбенела от удивления.",,,,,,,,,
возвышать голос,"1. Она возвысила голос, чтобы привлечь внимание аудитории.",,,,,,,,,
возвышать голос,"2. Когда руководитель возвысил голос, все молча прислушались к его словам.",,,,,,,,,
возвышать голос,"3. На семейном собрании отец возвысил голос, чтобы выразить свои обеспокоенности.",,,,,,,,,
возвышать голос,"4. На заседании собрания директор возвысил голос, требуя большей ответственности от сотрудников.",,,,,,,,,
возвышать голос,"5. В споре с подругой, она иногда возвышает голос, чтобы донести свою точку зрения.",,,,,,,,,
возвышать голос,"6. После нескольких часов споров, учитель возвысил голос, чтобы восстановить порядок в классе.",,,,,,,,,
возвышать голос,"7. Когда домашний питомец сделал беспорядок, хозяин возвысил голос, чтобы наказать его.",,,,,,,,,
возвышать голос,"8. На собрании акционеров председатель возвысил голос, чтобы подчеркнуть важность принимаемых решений.",,,,,,,,,
возвышать голос,"9. Во время семейного обеда отец возвысил голос, чтобы остановить шум и разговоры.",,,,,,,,,
возвышать голос,"10. В споре о политике мнения разошлись, и один из собеседников возвысил голос, чтобы привлечь внимание к своим аргументам.",,,,,,,,,
возвышать голос,"11. Когда дети не послушались, мать возвысила голос, чтобы навести порядок.",,,,,,,,,
возвышать голос,"12. На производственном собрании директор возвысил голос, требуя большей продуктивности от работников.",,,,,,,,,
возвышать голос,"13. Во время ссоры с близким другом он возвысил голос, выражая свою разочарованность.",,,,,,,,,
возвышать голос,"14. В споре между соседями один из них возвысил голос, чтобы защитить свои права.",,,,,,,,,
возвышать голос,"15. Когда он услышал плохие новости, его реакция была возвышением голоса в знак протеста.",,,,,,,,,
возвышать голос,"16. На репетиции актер возвысил голос, испытывая эмоции своего персонажа.",,,,,,,,,
возвышать голос,"17. В дискуссии о темном времени истории, один из участников возвысил голос, чтобы подчеркнуть важность помнить прошлое.",,,,,,,,,
возвышать голос,"18. Когда он услышал неправду, он возвысил голос, чтобы протестовать против ложных утверждений.",,,,,,,,,
возвышать голос,"19. На политическом митинге оратор возвысил голос, призывая к изменениям.",,,,,,,,,
возвышать голос,"20. В споре о распределении обязанностей в команде, один из членов возвысил голос, чтобы донести свою позицию.",,,,,,,,,
ни одной копейки,"1. После того, как он потратил все деньги на ремонт машины, у него не осталось ни одной копейки.",,,,,,,,,
ни одной копейки,"2. Когда она закончила оплачивать счета, у нее не осталось ни одной копейки до следующей зарплаты.",,,,,,,,,
ни одной копейки,"3. После того, как они провели шоппинг, у них не осталось ни одной копейки на ужин.",,,,,,,,,
ни одной копейки,"4. После удачного вечера в казино, у него не осталось ни одной копейки из выигранных денег.",,,,,,,,,
ни одной копейки,"5. Когда она потратила все деньги на подарки к Рождеству, у нее не осталось ни одной копейки на свои расходы.",,,,,,,,,
ни одной копейки,"6. После того, как он потратил все деньги на ремонт дома, у него не осталось ни одной копейки на отпуск.",,,,,,,,,
ни одной копейки,"7. После того, как они оплатили все счета, у них не осталось ни одной копейки на развлечения.",,,,,,,,,
ни одной копейки,"8. После увлекательного шоппинга на распродаже, у нее не осталось ни одной копейки на купленное жилье.",,,,,,,,,
ни одной копейки,"9. После того, как они потратили все деньги на путешествие, у них не осталось ни одной копейки на обратный билет.",,,,,,,,,
ни одной копейки,"10. Когда он перевел все сбережения на счет для лечения своего друга, у него не осталось ни одной копейки на собственные нужды.",,,,,,,,,
ни одной копейки,"11. После того, как они потратили все деньги на дорогую вечеринку, у них не осталось ни одной копейки на следующий месяц.",,,,,,,,,
ни одной копейки,"12. После неудачной инвестиции, у него не осталось ни одной копейки из вложенных средств.",,,,,,,,,
ни одной копейки,"13. Когда она потратила все деньги на ремонт квартиры, у нее не осталось ни одной копейки на новую мебель.",,,,,,,,,
ни одной копейки,"14. После того, как он сделал крупную покупку, у него не осталось ни одной копейки на необходимые расходы.",,,,,,,,,
ни одной копейки,"15. После долгих лечебных процедур, у нее не осталось ни одной копейки на оплату аренды жилья.",,,,,,,,,
ни одной копейки,"16. Когда он потратил все деньги на дорогой подарок для своей подруги, у него не осталось ни одной копейки на собственные потребности.",,,,,,,,,
ни одной копейки,"17. После того, как они оплатили все счета за медицинские услуги, у них не осталось ни одной копейки на питание.",,,,,,,,,
ни одной копейки,"18. После увлекательного путешествия по стране, у него не осталось ни одной копейки на билет обратно.",,,,,,,,,
ни одной копейки,"19. После того, как он потратил все деньги на покупку нового автомобиля, у него не осталось ни одной копейки на его содержание.",,,,,,,,,
ни одной копейки,"20. Когда она потратила все деньги на покупку подарков к Новому году, у нее не осталось ни одной копейки на праздничный стол.",,,,,,,,,
надоесть как редька,1. Эти постоянные наезды начали надоедать как редька.,,,,,,,,,
надоесть как редька,"2. Когда она начинает вечно жаловаться, она становится надоедливой как редька.",,,,,,,,,
надоесть как редька,3. Этот монотонный звук будильника каждое утро начал надоедать как редька.,,,,,,,,,
надоесть как редька,"4. После того, как она начала повторять одну и ту же историю, это стало надоедать как редька.",,,,,,,,,
надоесть как редька,"5. Когда он постоянно умничает, он становится надоедливым как редька.",,,,,,,,,
надоесть как редька,6. Эта постоянная тирада о его достижениях начала надоедать как редька.,,,,,,,,,
надоесть как редька,"7. Когда он начинает критиковать все вокруг, он становится надоедливым как редька.",,,,,,,,,
надоесть как редька,"8. После трех часов однообразной прогулки, она стала надоедать как редька.",,,,,,,,,
надоесть как редька,9. Эти бесконечные разговоры о погоде начали надоедать как редька.,,,,,,,,,
надоесть как редька,"10. Когда она начинает занудствовать о деталях, она становится надоедливой как редька.",,,,,,,,,
надоесть как редька,11. Этот бесконечный поток жалоб начал надоедать как редька.,,,,,,,,,
надоесть как редька,"12. Когда он начал постоянно просить совета, он стал надоедать как редька.",,,,,,,,,
надоесть как редька,"13. После нескольких часов беспрерывной рекламы, это начало надоедать как редька.",,,,,,,,,
надоесть как редька,"14. Когда она начала повторять одни и те же фразы, она стала надоедать как редька.",,,,,,,,,
надоесть как редька,15. Этот постоянный шум начал надоедать как редька.,,,,,,,,,
надоесть как редька,"16. Когда он постоянно делает одни и те же шутки, он начинает надоедать как редька.",,,,,,,,,
надоесть как редька,"17. После нескольких часов однообразной работы, это начало надоедать как редька.",,,,,,,,,
надоесть как редька,18. Эта постоянная тревога начала надоедать как редька.,,,,,,,,,
надоесть как редька,"19. Когда она постоянно спорит на пустом месте, она становится надоедливой как редька.",,,,,,,,,
надоесть как редька,"20. После нескольких часов монотонного разговора, это начинает надоедать как редька.",,,,,,,,,
из капли океана,1. Ее благотворительные взносы казались всего лишь каплей океана по сравнению с масштабами проблемы бедности.,,,,,,,,,
из капли океана,"2. Мои старания казались ничтожными, как капля океана, в сравнении с тем, что нужно было сделать.",,,,,,,,,
из капли океана,"3. Ее знания в этой области казались всего лишь каплей океана перед объемом информации, который ей предстояло освоить.",,,,,,,,,
из капли океана,"4. Мой вклад в проект показался таким ничтожным, как капля океана, если сравнивать его с усилиями других участников.",,,,,,,,,
из капли океана,5. Его грусть казалась лишь каплей океана в сравнении с общей трагедией происходящего.,,,,,,,,,
из капли океана,6. Мои возражения были просто каплей океана по сравнению с мнением большинства.,,,,,,,,,
из капли океана,"7. Мои попытки утешить его казались бесполезными, как капля океана в море горя.",,,,,,,,,
из капли океана,8. Его богатство казалось всего лишь каплей океана по сравнению с богатством его семьи.,,,,,,,,,
из капли океана,9. Мои страхи показались всего лишь каплей океана перед неизвестностью будущего.,,,,,,,,,
из капли океана,10. Ее труд казался всего лишь каплей океана в общем потоке событий.,,,,,,,,,
из капли океана,11. Мои возможности казались всего лишь каплей океана в сравнении с возможностями других.,,,,,,,,,
из капли океана,12. Мои знания в этой области были всего лишь каплей океана по сравнению с знаниями экспертов.,,,,,,,,,
из капли океана,13. Моя помощь казалась всего лишь каплей океана в сравнении с общим объемом проблемы.,,,,,,,,,
из капли океана,14. Мои усилия казались всего лишь каплей океана в борьбе с бюрократическими сложностями.,,,,,,,,,
из капли океана,15. Его ростущая злость казалась всего лишь каплей океана в сравнении с накопившимися обидами.,,,,,,,,,
из капли океана,16. Мои намерения казались всего лишь каплей океана по сравнению с масштабом задачи.,,,,,,,,,
из капли океана,17. Мои достижения казались всего лишь каплей океана в сравнении с достижениями моих коллег.,,,,,,,,,
из капли океана,"18. Мои планы казались всего лишь каплей океана по сравнению с возможностями, которые открывались перед нами.",,,,,,,,,
из капли океана,"19. Мои страдания показались всего лишь каплей океана в сравнении с тем, через что прошли другие.",,,,,,,,,
из капли океана,20. Его призывы к действию казались всего лишь каплей океана в море безразличия.,,,,,,,,,
попасть на след,"1. Они пытались понять, как попасть на след пропавшего человека.",,,,,,,,,
попасть на след,2. Детективы стремились попасть на след серийного преступника.,,,,,,,,,
попасть на след,3. Журналисты искали способы попасть на след коррупционной схемы.,,,,,,,,,
попасть на след,4. Исследователи надеялись попасть на след исчезнувшего артефакта.,,,,,,,,,
попасть на след,5. Охотники за сокровищами мечтали попасть на след древнего клада.,,,,,,,,,
попасть на след,6. Студенты пытались попасть на след загадочного преступления в своем городе.,,,,,,,,,
попасть на след,7. Ученые стремились попасть на след редкого вида животного.,,,,,,,,,
попасть на след,"8. Действующий прокурор расследовал дело, чтобы попасть на след организованной преступной группировки.",,,,,,,,,
попасть на след,"9. Репортеры искали любую информацию, чтобы попасть на след скандала в правительстве.",,,,,,,,,
попасть на след,10. Исследователи пытались попасть на след исторического события.,,,,,,,,,
попасть на след,11. Авторы документального фильма стремились попасть на след таинственного происшествия.,,,,,,,,,
попасть на след,12. Агенты разведки собирались попасть на след террористической группировки.,,,,,,,,,
попасть на след,"13. Детективная команда изучала улики, чтобы попасть на след убийцы.",,,,,,,,,
попасть на след,14. Исследователи пытались попасть на след причины глобального изменения климата.,,,,,,,,,
попасть на след,"15. Активисты собирались попасть на след браконьеров, угрожающих вымиранию видов животных.",,,,,,,,,
попасть на след,16. Экспедиция в глубины океана стремилась попасть на след неизведанных форм жизни.,,,,,,,,,
попасть на след,"17. Адвокаты рассматривали документы, чтобы попасть на след коррупции в юридической системе.",,,,,,,,,
попасть на след,"18. Криминалисты изучали следы, чтобы попасть на след преступника.",,,,,,,,,
попасть на след,19. Специалисты по кибербезопасности пытались попасть на след хакерской атаки.,,,,,,,,,
попасть на след,20. Рецензенты книги старались попасть на след тематических ошибок и неточностей.,,,,,,,,,
вкушать плоды,"1. Она долго трудилась над своим проектом и, наконец, вкусила плоды своего труда.",,,,,,,,,
вкушать плоды,"2. После долгих усилий и отказов, он наконец вкусил плоды своего труда, достигнув своей цели.",,,,,,,,,
вкушать плоды,"3. После долгих лет обучения и тренировок, он вкусил плоды своего труда, победив на соревнованиях.",,,,,,,,,
вкушать плоды,"4. Когда он наконец-то получил повышение, он вкусил плоды своего труда.",,,,,,,,,
вкушать плоды,"5. После многих месяцев терпеливого ожидания, она наконец вкусила плоды своего труда, получив заветную должность.",,,,,,,,,
вкушать плоды,"6. После многих препятствий и трудностей, они наконец вкусили плоды своего труда, основав успешный бизнес.",,,,,,,,,
вкушать плоды,"7. После долгих часов в библиотеке и напряженной учебы, она вкусила плоды своего труда, получив стипендию.",,,,,,,,,
вкушать плоды,"8. Когда они наконец завершили строительство своего дома, они вкусили плоды своего труда.",,,,,,,,,
вкушать плоды,"9. После долгого периода ухода за растениями, она вкусила плоды своего труда, наслаждаясь урожаем.",,,,,,,,,
вкушать плоды,"10. Когда он наконец-то закончил свой роман, он вкусил плоды своего труда, видя его в книжной полке.",,,,,,,,,
вкушать плоды,"11. После многих лет борьбы за справедливость, они вкусили плоды своего труда, добившись изменений в законодательстве.",,,,,,,,,
вкушать плоды,"12. После многих месяцев диеты и тренировок, она вкусила плоды своего труда, достигнув желаемой формы тела.",,,,,,,,,
вкушать плоды,"13. После многих лет накоплений, они наконец вкусили плоды своего труда, купив долгожданное жилье.",,,,,,,,,
вкушать плоды,"14. Когда они наконец-то поднялись на гору, они вкусили плоды своего труда, наслаждаясь прекрасным видом.",,,,,,,,,
вкушать плоды,"15. После многих часов труда в лаборатории, он наконец вкусил плоды своего труда, добившись научного открытия.",,,,,,,,,
вкушать плоды,"16. Когда они наконец завершили свой проект, они вкусили плоды своего труда, получив признание коллег и руководства.",,,,,,,,,
вкушать плоды,"17. После многих лет обучения и практики, она вкусила плоды своего труда, став признанным специалистом в своей области.",,,,,,,,,
вкушать плоды,"18. После многих месяцев экономии, они наконец вкусили плоды своего труда, съездив в долгожданный отпуск.",,,,,,,,,
вкушать плоды,"19. Когда он наконец-то выпустил свою книгу, он вкусил плоды своего труда, читая положительные отзывы читателей.",,,,,,,,,
вкушать плоды,"20. После многих часов тренировок и подготовки, он вкусил плоды своего труда, победив на соревнованиях.",,,,,,,,,
покраснеть как рак,"1. Когда его спросили о личной жизни, он покраснел как рак.",,,,,,,,,
покраснеть как рак,"2. Учительница заметила, что ученик покраснел как рак, когда она обратила на него внимание.",,,,,,,,,
покраснеть как рак,"3. Когда его похвалили перед всем классом, он неожиданно покраснел как рак.",,,,,,,,,
покраснеть как рак,"4. Когда она вспомнила о неловком происшествии, она покраснела как рак.",,,,,,,,,
покраснеть как рак,"5. Когда его поймали на лжи, он не смог скрыть свою вину и покраснел как рак.",,,,,,,,,
покраснеть как рак,"6. Когда его пригласили на свидание, он покраснел как рак от смущения.",,,,,,,,,
покраснеть как рак,"7. Когда он случайно споткнулся перед всем коллективом, его лицо покраснело как рак.",,,,,,,,,
покраснеть как рак,"8. Когда ему задали неожиданный вопрос, он не смог скрыть свое возбуждение и покраснел как рак.",,,,,,,,,
покраснеть как рак,"9. Когда его спросили о его новом увлечении, он застеснялся и покраснел как рак.",,,,,,,,,
покраснеть как рак,"10. Когда она увидела своего кумира, ее лицо внезапно покраснело как рак.",,,,,,,,,
покраснеть как рак,"11. Когда она услышала неожиданный комплимент, она покраснела как рак от счастья.",,,,,,,,,
покраснеть как рак,"12. Когда его уличили в прослушивании чужих разговоров, он покраснел как рак от стыда.",,,,,,,,,
покраснеть как рак,"13. Когда ее попросили выступить перед публикой, она покраснела как рак от волнения.",,,,,,,,,
покраснеть как рак,"14. Когда его попросили высказать свое мнение, он покраснел как рак, не зная, что сказать.",,,,,,,,,
покраснеть как рак,"15. Когда он вспомнил о своей ошибке, он покраснел как рак от сожаления.",,,,,,,,,
покраснеть как рак,"16. Когда ему преподнесли неожиданный подарок, он покраснел как рак от неожиданности.",,,,,,,,,
покраснеть как рак,"17. Когда он понял, что был замечен за своими тайными мыслями, он покраснел как рак.",,,,,,,,,
покраснеть как рак,"18. Когда ее попросили рассказать о своих чувствах, она покраснела как рак от стеснения.",,,,,,,,,
покраснеть как рак,"19. Когда его попросили присоединиться к танцу, он покраснел как рак от неожиданности.",,,,,,,,,
покраснеть как рак,"20. Когда она вспомнила о своем смешном происшествии, она покраснела как рак от смеха.",,,,,,,,,
из мухи делать слона,"1. Он всегда преувеличивает свои проблемы, из мухи делая слона.",,,,,,,,,
из мухи делать слона,"2. Не стоит из мухи делать слона, это всего лишь незначительная ошибка.",,,,,,,,,
из мухи делать слона,"3. Когда она начинает волноваться из-за мелочей, она всегда из мухи делает слона.",,,,,,,,,
из мухи делать слона,"4. Он перегнул палку, из мухи делая слона, чтобы оправдать свои действия.",,,,,,,,,
из мухи делать слона,5. Его склонность к драматизации делает его часто из мухи слона.,,,,,,,,,
из мухи делать слона,"6. Когда она недовольна чем-то, она из мухи делает слона, забывая о реальных проблемах.",,,,,,,,,
из мухи делать слона,"7. Она всегда увеличивает свои небольшие болезни, из мухи делая слона.",,,,,,,,,
из мухи делать слона,8. Его склонность к переживаниям из-за мелочей заставляет его из мухи делать слона.,,,,,,,,,
из мухи делать слона,"9. Когда он потерял немного денег, он из мухи сделал слона и начал паниковать.",,,,,,,,,
из мухи делать слона,"10. Не стоит из мухи делать слона, это всего лишь маленькая неприятность.",,,,,,,,,
из мухи делать слона,11. Ее накрученная реакция на мелочи заставляет ее из мухи делать слона.,,,,,,,,,
из мухи делать слона,"12. Он из мухи делает слона, когда ему не удается выполнить маленькую задачу.",,,,,,,,,
из мухи делать слона,"13. Его недовольство часто преувеличено, и он из мухи делает слона.",,,,,,,,,
из мухи делать слона,"14. Когда она чувствует себя немного больной, она из мухи делает слона и сразу идет к врачу.",,,,,,,,,
из мухи делать слона,"15. Не стоит из мухи делать слона, это просто маленькая неприятность на пути.",,,,,,,,,
из мухи делать слона,16. Его склонность к драматизации заставляет его из мухи делать слона из-за незначительных проблем.,,,,,,,,,
из мухи делать слона,"17. Когда она натыкается на препятствие, она из мухи делает слона и перестает двигаться вперед.",,,,,,,,,
из мухи делать слона,"18. Он из мухи делает слона из-за каждой маленькой неудачи, забывая о своих достижениях.",,,,,,,,,
из мухи делать слона,19. Ее склонность к переживаниям делает ее из мухи делать слона в любой неприятной ситуации.,,,,,,,,,
из мухи делать слона,"20. Не стоит из мухи делать слона из-за такой мелочи, это не имеет значения в долгосрочной перспективе.",,,,,,,,,
едва переставлять ноги,1. После тренировки в зале он едва переставлял ноги от усталости.,,,,,,,,,
едва переставлять ноги,2. После длительной прогулки по городу она едва переставляла ноги.,,,,,,,,,
едва переставлять ноги,"3. Он так устал после дня на работе, что едва переставлял ноги, возвращаясь домой.",,,,,,,,,
едва переставлять ноги,"4. После марафона он был так измотан, что едва переставлял ноги.",,,,,,,,,
едва переставлять ноги,5. После интенсивной тренировки по плаванию он едва переставлял ноги на берегу бассейна.,,,,,,,,,
едва переставлять ноги,6. После долгой поездки на велосипеде он едва переставлял ноги от усталости.,,,,,,,,,
едва переставлять ноги,"7. Она работала целый день на ногах, и к вечеру едва переставляла их.",,,,,,,,,
едва переставлять ноги,8. После полного дня экскурсий по городу они едва переставляли ноги от усталости.,,,,,,,,,
