,, ,,,,
вкушать плоды,"1. Я вкушаю плоды моей работы, когда вижу, что мои клиенты счастливы. (I taste the fruits of my work when I see that my clients are happy.)2. Она вкушает плоды своего таланта, когда люди хвалят ее за ее картины. (She tastes the fruits of her talent when people praise her for her paintings.)3. Он вкушает плоды своей упорной работы, когда видит, что его дело процветает. (He tastes the fruits of his hard work when he sees that his business is thriving.)4. Мы вкушаем плоды нашей дружбы, когда нашими друзьями достигаем цели. (We taste the fruits of our friendship when we achieve a goal together with our friends.)5. У нас в семье вкушаем плоды нашей традиции, когда мы готовим традиционные блюда. (In our family, we taste the fruits of our tradition when we cook traditional dishes.)6. Она вкушает плоды своей успешной карьеры, когда получает повышение. (She tastes the fruits of her successful career when she gets a promotion.)7. Он вкушает плоды своей умной инвестиции, когда видит, что его деньги приносят прибыль. (He tastes the fruits of his smart investment when he sees that his money is making a profit.)8. Мы вкушаем плоды нашей научной работы, когда мы получаем результаты наших исследований. (We taste the fruits of our scientific work when we receive the results of our research.)9. У нас в команде вкушаем плоды нашей победы, когда мы выигрываем турнир. (In our team, we taste the fruits of our victory when we win a tournament.)10. Она вкушает плоды своей мудрости, когда ее советы помогают людям. (She tastes the fruits of her wisdom when her advice helps people.)11. Он вкушает плоды своей храбрости, когда рискует всем заради своей цели. (He tastes the fruits of his courage when he risks everything for his goal.)12. Мы вкушаем плоды нашей дружбы, когда вместе переживаем трудные моменты. (We taste the fruits of our friendship when we go through tough times together.)13. У нас в семье вкушаем плоды нашей традиции, когда мы празднуем свои праздники. (In our family, we taste the fruits of our tradition when we celebrate our holidays.)14. Она вкушает плоды своей талантливости, когда ее музыкальные композиции получают признание. (She tastes the fruits of her talent when her musical compositions receive recognition.)",,,,,
покраснеть как рак,"1. Я покраснел как рак, когда моя бывшая девушка увидела меня с новой девушкой. (I blushed like a lobster when my ex-girlfriend saw me with a new girl.)2. Она покраснела как рак, когда ее застали за тем, что она пыталась украсть конфеты из магазина. (She blushed like a lobster when she was caught trying to steal candy from a store.)3. Он покраснел как рак, когда он понял, что его ошибка привела к большой убыли для компании. (He blushed like a lobster when he realized that his mistake had caused a large loss for the company.)4. Мы покраснели как рак, когда наши друзья увидели нас в очень забавной ситуации. (We blushed like lobsters when our friends saw us in a very funny situation.)5. У нас в семье покраснеть как рак, когда мы обсуждаем нашу неудачу. (In our family, we blush like lobsters when we discuss our failure.)6. Она покраснела как рак, когда ее друзья застали ее за тем, что она плакала из-за фильма. (She blushed like a lobster when her friends caught her crying while watching a movie.)7. Он покраснел как рак, когда он понял, что он забыл о своем важном мероприятии. (He blushed like a lobster when he realized that he had forgotten about his important event.)8. Мы покраснели как рак, когда наши коллеги увидели нас в очень неловкой ситуации. (We blushed like lobsters when our colleagues saw us in a very awkward situation.)9. У нас в команде покраснеть как рак, когда мы проиграли важный матч. (In our team, we blush like lobsters when we lose an important game.)10. Она покраснела как рак, когда ее мама застала ее за тем, что она обсуждала свои интимные отношения с парнем. (She blushed like a lobster when her mom caught her discussing her intimate relationships with a guy.)11. Он покраснел как рак, когда он понял, что он сделал ошибку в своей важной презентации. (He blushed like a lobster when he realized that he had made a mistake in his important presentation.)12. Мы покраснели как рак, когда наши друзья увидели нас в очень забавном видео. (We blushed like lobsters when our friends saw us in a very funny video.)13. У нас в семье покраснеть как рак, когда мы обсуждаем нашу неудачу в шутливой манере. (In our family, we blush like lobsters when we discuss our failure in a play)",,,,,
из мухи делать слона,"1. Она из мухи делала слона, когда обнаружила, что ее мужчина имел relations с другой женщиной. (She made a mountain out of a molehill when she found out her husband had relations with another woman.)2. Он из мухи делал слона, когда его друг не пришел на встречу. (He made a mountain out of a molehill when his friend didn't show up for a meeting.)3. Едва из мухи делала слона, она попала в больницу из-за незначительного боли в ноге. (Hardly making a mountain out of a molehill, she ended up in the hospital because of a minor pain in her leg.)4. Он из мухи делал слона, когда его сосед попросил у него тарелку сахара. (He made a mountain out of a molehill when his neighbor asked him for a spoonful of sugar.)5. Она из мухи делала слона, когда ее босс попросил ее остаться на работе дольше. (She made a mountain out of a molehill when her boss asked her to stay longer at work.)6. Едва из мухи делал слона, он попал в судебный процесс из-за небольшой суммы денег. (Hardly making a mountain out of a molehill, he ended up in a lawsuit over a small amount of money.)7. Она из мухи делала слона, когда ее друг не поздоровался с ней на улице. (She made a mountain out of a molehill when her friend didn't greet her on the street.)8. Он из мухи делал слона, когда его коллега не согласился с ним на работе. (He made a mountain out of a molehill when his colleague didn't agree with him at work.)9. Едва из мухи делала слона, она попала в конфликт с соседями из-за шума. (Hardly making a mountain out of a molehill, she ended up in a conflict with her neighbors over noise.)10. Он из мухи делал слона, когда его мама попросила его помочь с ужином. (He made a mountain out of a molehill when his mom asked him to help with dinner.)11. Она из мухи делала слона, когда ее парень не похвалил ее новый наряд. (She made a mountain out of a molehill when her boyfriend didn't compliment her new outfit.)12. Едва из мухи делал слона, он попал в сложную ситуацию из-за небольшого заимствования. (Hardly making a mountain out of a molehill, he ended up in a difficult situation because of a small loan.)13. Она из мухи делала слона, когда ее босс не дал ей дня отдыха. (She made a mountain out of a molehill when her boss didn't give her a day off.)14. Он из мухи делал слона, когда его друг не пришел на его день рождения. (He made a mountain out of a mole)",,,,,
едва переставлять ноги,"1. Она была так утомлена, что едва переставляла ноги, чтобы пойти домой. (She was so tired that she could hardly move her legs to go home.)2. Он был так счастлив, что едва переставлял ноги, чтобы танцевать от радости. (He was so happy that he could hardly move his legs to dance with joy.)3. Едва переставляла ноги, она попала в автобус и упала на место. (Hardly able to move her legs, she got on the bus and fell into a seat.)4. Он едва переставлял ноги, чтобы дойти до кафе и купить бутерброд. (He could hardly move his legs, but he managed to make it to the café and buy a sandwich.)5. Она едва переставляла ноги, чтобы дойти до дома, а то ее бы раздавили на улице. (She could hardly move her legs, but she managed to make it home before she got run over on the street.)6. Едва переставлял ноги, он попал в магазин и купил новую пару обуви. (Hardly able to move his legs, he made it to the store and bought a new pair of shoes.)7. Она едва переставляла ноги, чтобы дойти до офиса и закрыть сделку. (She could hardly move her legs, but she managed to make it to the office and close the deal.)8. Он едва переставлял ноги, чтобы дойти до парка и погулять со своим псом. (He could hardly move his legs, but he managed to make it to the park and take his dog for a walk.)9. Едва переставляла ноги, она попала в театр и наслаждалась представлением. (Hardly able to move her legs, she made it to the theater and enjoyed the performance.)10. Он едва переставлял ноги, чтобы дойти до библиотеки и вернуть книгу. (He could hardly move his legs, but he managed to make it to the library and return the book.)11. Она едва переставляла ноги, чтобы дойти до магазина и купить подарки для друзей. (She could hardly move her legs, but she managed to make it to the store and buy gifts for her friends.)12. Едва переставлял ноги, он попал в ресторан и наслаждался вкусной едой. (Hardly able to move his legs, he made it to the restaurant and enjoyed a delicious meal.)13. Она едва переставляла ноги, чтобы дойти до дома, а то ее бы забыли на улице. (She could hardly move her legs, but she managed to make it home before she got forgotten on the street.)14. Он едва переставлял ноги, чтобы дойти до станции и сесть на поезд. (He could hardly move his legs, but he managed to make it to the station and get on the train.)",,,,,
мелькнуло в уме,"1. Она вдруг поняла, что ее забыли на праздновании, и это мелькнуло в уме как оскорбление. (She suddenly realized that she was forgotten at the celebration, and this flashed in her mind like an insult.)2. Он мелькнул в уме, что его ошибка могла стоить компании много денег. (He suddenly realized that his mistake could cost the company a lot of money.)3. Едва мелькнуло в уме, она поняла, что ее любовь к нему была напрасной. (Hardly had it flashed in her mind, she realized that her love for him was futile.)4. Он мелькнул в уме, что он забыл о важном мероприятии, и это вызвало у него тревогу. (He suddenly realized that he had forgotten an important event, and this caused him anxiety.)5. Мелькнуло в уме, что ее друг была в опасности, и она решила ее спасти. (It flashed in her mind that her friend was in danger, and she decided to save her.)6. Он мелькнул в уме, что он мог бы выиграть в лотерею, если бы он купил билет. (He suddenly realized that he could have won the lottery if he had bought a ticket.)7. Едва мелькнуло в уме, она поняла, что ее решение было ошибкой. (Hardly had it flashed in her mind, she realized that her decision was a mistake.)8. Он мелькнул в уме, что он не мог жить без своей любви. (He suddenly realized that he couldn't live without his loved one.)9. Мелькнуло в уме, что ее босс был недоволен ее работой, и она решила улучшить свою производительность. (It flashed in her mind that her boss was dissatisfied with her work, and she decided to improve her productivity.)10. Он мелькнул в уме, что он забыл о своих обязательствах и решил их выполнить. (He suddenly realized that he had forgotten his obligations and decided to fulfill them.)11. Едва мелькнуло в уме, она поняла, что ее сестра была в трудной ситуации и решила ее помочь. (Hardly had it flashed in her mind, she realized that her sister was in a difficult situation and decided to help her.)12. Он мелькнул в уме, что он мог бы сделать больше, чтобы помочь своей семье. (He suddenly realized that he could have done more to help his family.)13. Мелькнуло в уме, что ее друг был в беде, и она решила ему помочь. (It flashed in her mind that her friend was in trouble, and she decided to help him.)",,,,,
дрожать как лист,"1. Она дрожала как лист, когда он сказал, что ее любовь к нему была напрасной. (She trembled like a leaf when he said that her love for him was futile.)2. Он дрожал как лист, когда узнал, что его ошибка могла стоить компании много денег. (He trembled like a leaf when he found out that his mistake could cost the company a lot of money.)3. Едва дрожало в уме, она поняла, что ее решение было ошибкой. (Hardly had it trembled in her mind, she realized that her decision was a mistake.)4. Он дрожал как лист, когда его друг не пришел на его день рождения. (He trembled like a leaf when his friend didn't come to his birthday party.)5. Мелькнуло в уме, что ее друг была в опасности, и она решила ее спасти, дрожая как лист. (It flashed in her mind that her friend was in danger, and she decided to save her, trembling like a leaf.)6. Он дрожал как лист, когда он проходил экзамены, чтобы получить степень. (He trembled like a leaf when he took the exams to get his degree.)7. Едва дрожало в уме, она поняла, что ее сестра была в трудной ситуации и решила ее помочь. (Hardly had it trembled in her mind, she realized that her sister was in a difficult situation and decided to help her.)8. Он дрожал как лист, когда он слышал, что его босс был недоволен его работой. (He trembled like a leaf when he heard that his boss was dissatisfied with his work.)9. Мелькнуло в уме, что ее друг был в беде, и она решила ему помочь, дрожая как лист. (It flashed in her mind that her friend was in trouble, and she decided to help him, trembling like a leaf.)10. Он дрожал как лист, когда он узнал, что его мама имела серьезную болезнь. (He trembled like a leaf when he found out that his mom had a serious illness.)11. Едва дрожало в уме, она поняла, что ее решение было ошибкой, и решила исправить его. (Hardly had it trembled in her mind, she realized that her decision was a mistake, and decided to correct it.)12. Он дрожал как лист, когда он смог купить дом, который всегда хотел. (He trembled like a leaf when he was able to buy)",,,,,
до поры до времени,"1. Она до поры до времени ждала его возвращения с войны. (She waited for his return from the war until the time came.)2. Он до поры до времени работал на factory, пока не ушел на пенсию. (He worked at the factory until the time came when he retired.)3. Едва до поры до времени она поняла, что ее любовь к нему была напрасной. (Hardly had it come to her until the time came when she realized that her love for him was futile.)4. До поры до времени он не мог жить без своей любви. (Until the time came, he couldn't live without his loved one.)5. Мелькнуло в уме, что ее друг был в опасности, и она решила ее спасти до поры до времени. (It flashed in her mind that her friend was in danger, and she decided to save her until the time came.)6. Он до поры до времени проходил обучение, чтобы стать успешным в жизни. (He studied until the time came when he became successful in life.)7. Едва до поры до времени она поняла, что ее решение было ошибкой. (Hardly had it come to her until the time came when she realized that her decision was a mistake.)8. До поры до времени он не мог найти работу, и это было для него очень трудным. (Until the time came, he couldn't find a job, and this was very difficult for him.)9. Мелькнуло в уме, что ее босс был недоволен ее работой, и она решила улучшить свою производительность до поры до времени. (It flashed in her mind that her boss was dissatisfied with her work, and she decided to improve her productivity until the time came.)10. Он до поры до времени работал на нескольких работах, чтобы обеспечить себе жизнь. (He worked at several jobs until the time came when he could provide for himself.)11. Едва до поры до времени она поняла, что ее сестра была в трудной ситуации и решила ее помочь. (Hardly had it come to her until the time came when she realized that her sister was in a difficult situation and decided to help her.)12. До поры до времени он не мог сделать больше, чтобы помочь своей семье. (Until the time came, he couldn't do more to help his family.)13. Мелькнуло в уме, что ее друг был в беде, и она решила ему помочь до поры до времени. (It flashed in her mind that her friend was in trouble, and she decided to help him until the time came.)14. Он до поры до времени жил в маленькой квартире, пока не смог купить дом. (He lived in a small apartment until the time came when he could afford to buy a house.)15. Едва до поры до времени она поняла, что ее решение было ошибкой, и решила исправить его. (Hardly had it come)",,,,,
ни живой души,"1. В пустоши, где ни живой души, он ощущал себя одиноким и беспомощным. (In the wilderness, where there wasn't a single living soul, he felt lonely and helpless.)2. Она ни живой души не обнаружила в доме, когда пришла домой. (She didn't find a single living soul in the house when she came home.)3. Он ни живой души не встретил на дороге, когда шёл на работу. (He didn't meet a single living soul on the road when he was going to work.)4. В тёмном лесу ни живой души не было, и она чувствовала себя напуганной. (In the dark forest, there wasn't a single living soul, and she felt scared.)5. Мелькнуло в уме, что ее друг ни живой души не был в беде, и она решила ее спасти. (It flashed in her mind that her friend wasn't in trouble, and she decided to save her.)6. Он ни живой души не обнаружил в поисках, когда искал свою пропавшую кошку. (He didn't find a single living soul in his searches when he was looking for his missing cat.)7. Едва ни живой души она поняла, что ее решение было ошибкой. (Hardly had it occurred to her that her decision was a mistake.)8. Он ни живой души не встретил на улице, когда вышел из дома. (He didn't meet a single living soul on the street when he left the house.)9. Мелькнуло в уме, что ее босс ни живой души не был доволен ее работой, и она решила улучшить свою производительность. (It flashed in her mind that her boss wasn't satisfied with her work, and she decided to improve her productivity.)10. Он ни живой души не обнаружил в поисках, когда искал работу. (He didn't find a single living soul in his searches when he was looking for a job.)11. Едва ни живой души она поняла, что ее сестра была в трудной ситуации и решила ее помочь. (Hardly had it occurred to her that her sister was in a difficult situation, and she decided to help her.)12. Он ни живой души не встретил на море, когда ходил на рыбалку. (He didn't meet a single living soul on the sea when he went fishing.)13. Мелькнуло в уме, что ее друг ни живой души не был в беде, и она решила ему помочь. (It flashed in her mind that her friend wasn't in trouble, and she decided to help him.)14. Он ни живой души не обнаружил в поисках, когда искал свою пропавшую дочь. (He didn't find a single living soul in his searches when he was looking for his missing daughter.)",,,,,
дело тёмное,"1. Она не могла понять, что ее друг был в беде, и решила ее спасти, дело тёмное. (She couldn't understand that her friend was in trouble, and decided to save her, a dark affair.)2. Он не знал, что его ошибка могла стоить компании много денег, дело тёмное. (He didn't know that his mistake could cost the company a lot of money, a dark affair.)3. Едва дело тёмное она поняла, что ее решение было ошибкой. (Hardly had it occurred to her that her decision was a mistake, a dark affair.)4. Он дело тёмное не мог найти работу, и это было для него очень трудным. (He couldn't find a job, a dark affair, and this was very difficult for him.)5. Мелькнуло в уме, что ее друг был в опасности, и она решила ее спасти, дело тёмное. (It flashed in her mind that her friend was in danger, and she decided to save her, a dark affair.)6. Он дело тёмное не мог жить без своей любви. (He couldn't live without his loved one, a dark affair.)7. Едва дело тёмное она поняла, что ее сестра была в трудной ситуации и решила ее помочь. (Hardly had it occurred to her that her sister was in a difficult situation, and she decided to help her, a dark affair.)8. Он дело тёмное не мог сделать больше, чтобы помочь своей семье. (He couldn't do more to help his family, a dark affair.)9. Мелькнуло в уме, что ее босс был недоволен ее работой, и она решила улучшить свою производительность, дело тёмное. (It flashed in her mind that her boss was dissatisfied with her work, and she decided to improve her productivity, a dark affair.)10. Он дело тёмное не мог найти работу, и это было для него очень трудным. (He couldn't find a job, a dark affair, and this was very difficult for him.)11. Едва дело тёмное она поняла, что ее решение было ошибкой, и решила исправить его. (Hardly had it occurred to her that her decision was a mistake, and she decided to correct it, a dark affair.)12. Он дело тёмное не мог сделать больше, чтобы помочь своей семье. (He couldn't do more to help his family, a dark affair.)13. Мелькнуло в уме, что ее друг был в беде, и она решила ему помочь, дело тёмное. (It flashed in her mind that her friend was in trouble, and she decided to help him, a dark affair.)14. Он дело тёмное не мог жить без своей любви. (He couldn't live without his loved one, a dark affair.)",,,,,
на каждом шагу,"1. Она на каждом шагу чувствовала себя одинокой и беспомощной. (She felt lonely and helpless at every step.)2. Он на каждом шагу сталкивался с трудностями, но не сдавался. (He faced difficulties at every step, but never gave up.)3. Едва на каждом шагу она понимала, что ее решение было ошибкой. (Hardly had it occurred to her at every step that her decision was a mistake.)4. Он на каждом шагу учился, чтобы стать лучше в своей работе. (He learned at every step to become better at his job.)5. Мелькнуло в уме, что ее друг на каждом шагу был в опасности, и она решила ее спасти. (It flashed in her mind that her friend was in danger at every step, and she decided to save her.)6. Он на каждом шагу жил в страхе, что его ошибка могла стоить компании много денег. (He lived in fear at every step that his mistake could cost the company a lot of money.)7. Едва на каждом шагу она поняла, что ее сестра была в трудной ситуации и решила ее помочь. (Hardly had it occurred to her at every step that her sister was in a difficult situation, and she decided to help her.)8. Он на каждом шагу не мог найти работу, и это было для него очень трудным. (He couldn't find a job at every step, and this was very difficult for him.)9. Мелькнуло в уме, что ее босс на каждом шагу был недоволен ее работой, и она решила улучшить свою производительность. (It flashed in her mind that her boss was dissatisfied with her work at every step, and she decided to improve her productivity.)10. Он на каждом шагу не мог сделать больше, чтобы помочь своей семье. (He couldn't do more at every step to help his family.)11. Едва на каждом шагу она поняла, что ее решение было ошибкой, и решила исправить его. (Hardly had it occurred to her at every step that her decision was a mistake, and she decided to correct it.)12. Он на каждом шагу не мог жить без своей любви. (He couldn't live without his loved one at every step.)13. Мелькнуло в уме, что ее друг на каждом шагу был в беде, и она решила ему помочь. (It flashed in her mind that her friend was in trouble at every step, and she decided to help him.)14. Он на каждом шагу учился, чтобы стать лучше в своей работе. (He learned at every step to become better at his job.)",,,,,
в глаза смеяться,"1. Она в глаза смеялась, когда он говорил ей комплименты. (She smiled into his eyes when he gave her compliments.)2. Он в глаза смеялся, когда она сказала, что он был очень умным. (He smiled into her eyes when she said he was very smart.)3. Едва в глаза смеялась, она поняла, что ее решение было ошибкой. (Hardly had it occurred to her that her decision was a mistake, and she smiled into his eyes.)4. Он в глаза смеялся, когда они оба понимали, что их любовь была невозможна. (He smiled into her eyes when they both realized that their love was impossible.)5. Мелькнуло в уме, что ее друг в глаза смеялся, когда она говорила о своей любви. (It flashed in her mind that her friend was smiling into her eyes when she talked about her love.)6. Он в глаза смеялся, когда она сказала, что он был лучшим в ее жизни. (He smiled into her eyes when she said he was the best in her life.)7. Едва в глаза смеялась, она поняла, что ее сестра была в трудной ситуации и решила ее помочь. (Hardly had it occurred to her that her sister was in a difficult situation, and she smiled into her eyes.)8. Он в глаза смеялся, когда они оба понимали, что их дружба была невозможна. (He smiled into her eyes when they both realized that their friendship was impossible.)9. Мелькнуло в уме, что ее босс в глаза смеялся, когда она говорила о своей работе. (It flashed in her mind that her boss was smiling into her eyes when she talked about her work.)10. Он в глаза смеялся, когда она сказала, что он был очень талантливым. (He smiled into her eyes when she said he was very talented.)11. Едва в глаза смеялась, она поняла, что ее решение было ошибкой, и решила исправить его. (Hardly had it occurred to her that her decision was a mistake, and she smiled into his eyes.)12. Он в глаза смеялся, когда они оба понимали, что их любовь была невозможна. (He smiled into her eyes when they both realized that their love was impossible.)13. Мелькнуло в уме, что ее друг в глаза смеялся, когда она говорила о своей любви. (It flashed in her mind that her friend was smiling into her eyes when she talked about her love.)14. Он в глаза смеялся, когда она сказала, что он был лучшим в ее жизни. (He smiled into her eyes when she said he was the best in her life.)",,,,,
закон не писан,"1. Она закон не писан, что ее решение было ошибкой. (She didn't realize that her decision was a mistake, the law is not written.)2. Он закон не писан, что его ошибка могла стоить компании много денег. (He didn't realize that his mistake could cost the company a lot of money, the law is not written.)3. Едва закон не писан, она поняла, что ее сестра была в трудной ситуации и решила ее помочь. (Hardly had it occurred to her that her sister was in a difficult situation, and she decided to help her, the law is not written.)4. Он закон не писан, что его друг был в беде, и решил ему помочь. (He didn't realize that his friend was in trouble, and he decided to help him, the law is not written.)5. Мелькнуло в уме, что ее босс закон не писан, что ее работа была неудовлетворительной. (It flashed in her mind that her boss didn't realize that her work was unsatisfactory, the law is not written.)6. Он закон не писан, что он не мог жить без своей любви. (He didn't realize that he couldn't live without his loved one, the law is not written.)7. Едва закон не писан, она поняла, что ее решение было ошибкой, и решила исправить его. (Hardly had it occurred to her that her decision was a mistake, and she decided to correct it, the law is not written.)8. Он закон не писан, что он не мог сделать больше, чтобы помочь своей семье. (He didn't realize that he couldn't do more to help his family, the law is not written.)9. Мелькнуло в уме, что ее друг закон не писан, что он был в беде, и она решила ему помочь. (It flashed in her mind that her friend didn't realize that he was in trouble, and she decided to help him, the law is not written.)10. Он закон не писан, что он не мог жить без своей любви. (He didn't realize that he couldn't live without his loved one, the law is not written.)11. Едва закон не писан, она поняла, что ее сестра была в трудной ситуации и решила ее помочь. (Hardly had it occurred to her that her sister was in a difficult situation, and she decided to help her, the law is not written.)12. Он закон не писан, что его ошибка могла стоить компании много денег. (He didn't realize that his mistake could cost the company a lot of money)",,,,,
прирасти к месту,"1. Я прирастил к месту, когда нашел свою цель в жизни. (I grew to the place when I found my purpose in life.)2. Она прирастила к месту, когда стала лидером команды. (She grew to the place when she became the leader of the team.)3. Он прирастил к месту, когда создал свой собственный бизнес. (He grew to the place when he started his own business.)4. Мы прирастили к месту, когда нашли свою идентичность. (We grew to the place when we found our identity.)5. Она прирастила к месту, когда стала известной актрисой. (She grew to the place when she became a famous actress.)6. Он прирастил к месту, когда создал свой собственный стиль. (He grew to the place when he developed his own style.)7. Мы прирастили к месту, когда нашли свою нишу в жизни. (We grew to the place when we found our niche in life.)8. Она прирастила к месту, когда стала успешной спортсменкой. (She grew to the place when she became a successful athlete.)9. Он прирастил к месту, когда создал свой собственный бренд. (He grew to the place when he created his own brand.)10. Мы прирастили к месту, когда нашли свою цель в жизни. (We grew to the place when we found our purpose in life.)11. Она прирастила к месту, когда стала лидером команды. (She grew to the place when she became the leader of the team.)12. Он прирастил к месту, когда стал известным музыкантом. (He grew to the place when he became a famous musician.)13. Мы прирастили к месту, когда нашли свой смысл жизни. (We grew to the place when we found our meaning in life.)14. Она прирастила к месту, когда стала известной моделью. (She grew to the place when she became a famous model.)15. Он прирастил к месту, когда создал свой собственный продукт. (He grew to the place when he created his own product.)16. Мы прирастили к месту, когда нашли свою цель в бизнесе. (We grew to the place when we found our goal in business.)17. Она прирастила к месту, когда стала успешной писательницей. (She grew to the place when she became a successful writer.)18. Он прирастил к месту, когда создал свой собственный проект. (He grew to the place when he created his own project.)19. Мы прирастили к месту, когда нашли свою нишу в бизнесе. (We grew to the place when we found our niche in business.)20. Она прирастила к месту, когда стала известной художницей. (She grew to the place when she became a famous artist.)",,,,,
доживать век,"1. Я доживаю век, чтобы достичь своих целей. (I'm living out my days to achieve my goals.)2. Она доживает век, чтобы стать успешной в бизнесе. (She's living out her days to become successful in business.)3. Он доживает век, чтобы создать свой собственный продукт. (He's living out his days to create his own product.)4. Мы доживаем век, чтобы найти свой путь в жизни. (We're living out our days to find our way in life.)5. Она доживает век, чтобы стать известной актрисой. (She's living out her days to become a famous actress.)6. Он доживает век, чтобы добиться успеха в спорте. (He's living out his days to achieve success in sports.)7. Мы доживаем век, чтобы найти свою идентичность. (We're living out our days to find our identity.)8. Она доживает век, чтобы стать успешной писательницей. (She's living out her days to become a successful writer.)9. Он доживает век, чтобы создать свой собственный бренд. (He's living out his days to create his own brand.)10. Мы доживаем век, чтобы найти свою нишу в жизни. (We're living out our days to find our niche in life.)11. Она доживает век, чтобы стать известным музыкантом. (She's living out her days to become a famous musician.)12. Он доживает век, чтобы добиться успеха в науке. (He's living out his days to achieve success in science.)13. Мы доживаем век, чтобы найти свой смысл жизни. (We're living out our days to find our meaning in life.)14. Она доживает век, чтобы стать успешной моделью. (She's living out her days to become a successful model.)15. Он доживает век, чтобы создать свой собственный проект. (He's living out his days to create his own project.)16. Мы доживаем век, чтобы найти свою цель в бизнесе. (We're living out our days to find our goal in business.)17. Она доживает век, чтобы стать известным художником. (She's living out her days to become a famous artist.)18. Он доживает век, чтобы добиться успеха в политике. (He's living out his days to achieve success in politics.)19. Мы доживаем век, чтобы найти свою нишу в бизнесе. (We're living out our days to find our niche in business.)20. Она доживает век, чтобы стать успешной спортсменкой. (She's living out her days to become a successful athlete.)",,,,,
не помнить себя,"1. Я не помню себя, когда я был ребенком. (I don't remember myself when I was a child.)2. Она не помнит себя, когда она была влюблена. (She doesn't remember herself when she was in love.)3. Он не помнит себя, когда он был молодым. (He doesn't remember himself when he was young.)4. Мы не помним себя, когда мы были студентами. (We don't remember ourselves when we were students.)5. Она не помнит себя, когда она занималась спортом. (She doesn't remember herself when she used to play sports.)6. Он не помнит себя, когда он работал на предыдущей работе. (He doesn't remember himself when he worked at his previous job.)7. Мы не помним себя, когда мы жили в другой стране. (We don't remember ourselves when we lived in another country.)8. Она не помнит себя, когда она была на вакациях. (She doesn't remember herself when she was on vacation.)9. Он не помнит себя, когда он занимался музыкой. (He doesn't remember himself when he used to play music.)10. Мы не помним себя, когда мы были в другой семье. (We don't remember ourselves when we were in another family.)11. Она не помнит себя, когда она была в школе. (She doesn't remember herself when she was in school.)12. Он не помнит себя, когда он служил в армии. (He doesn't remember himself when he served in the army.)13. Мы не помним себя, когда мы были в другом городе. (We don't remember ourselves when we were in another city.)14. Она не помнит себя, когда она была на свидании. (She doesn't remember herself when she was on a date.)15. Он не помнит себя, когда он занимался живописью. (He doesn't remember himself when he used to paint.)16. Мы не помним себя, когда мы были в другой жизни. (We don't remember ourselves when we were in another life.)17. Она не помнит себя, когда она была в театре. (She doesn't remember herself when she was in the theater.)18. Он не помнит себя, когда он играл в видеоигры. (He doesn't remember himself when he used to play video games.)19. Мы не помним себя, когда мы были в другом мире. (We don't remember ourselves when we were in another world.)20. Она не помнит себя, когда она была на пресс-конференции. (She doesn't remember herself when she was at a press conference.)",,,,,Generate 20 figurative sentences in Russian with this idiom:
высунуть язык,"1. Я высунул язык, когда увидел ее. (I stuck out my tongue when I saw her.)2. Она высунула язык, когда поцеловала его. (She stuck out her tongue when she kissed him.)3. Он высунул язык, когда сказал это. (He stuck out his tongue when he said that.)4. Мы высунули язык, когда увидели его. (We stuck out our tongues when we saw him.)5. Она высунула язык, когда позлила его. (She stuck out her tongue when she teased him.)6. Он высунул язык, когда смеялся над ней. (He stuck out his tongue when he laughed at her.)7. Мы высунули язык, когда слышали это. (We stuck out our tongues when we heard that.)8. Она высунула язык, когда он сказал ей. (She stuck out her tongue when he told her.)9. Он высунул язык, когда она поцеловала его. (He stuck out his tongue when she kissed him.)10. Мы высунули язык, когда он сказал нам. (We stuck out our tongues when he told us.)11. Она высунула язык, когда он смеялся над ней. (She stuck out her tongue when he laughed at her.)12. Он высунул язык, когда она позлила его. (He stuck out his tongue when she teased him.)13. Мы высунули язык, когда мы слышали это. (We stuck out our tongues when we heard that.)14. Она высунула язык, когда он сказал ей. (She stuck out her tongue when he told her.)15. Он высунул язык, когда она поцеловала его. (He stuck out his tongue when she kissed him.)16. Мы высунули язык, когда он сказал нам. (We stuck out our tongues when he told us.)17. Она высунула язык, когда он смеялся над ней. (She stuck out her tongue when he laughed at her.)18. Он высунул язык, когда она позлила его. (He stuck out his tongue when she teased him.)19. Мы высунули язык, когда мы слышали это. (We stuck out our tongues when we heard that.)20. Она высунула язык, когда он сказал ей. (She stuck out her tongue when he told her.)",,,,,
